"id","标题","目录","年鉴页码","编号","CAJ","PDF","EXCEL","年鉴年份"
"160","各地区农户农业机械年末拥有量","全国和省、自治区、直辖市农村经济","250-251","N2005120998000156","yearbooks/N2005120998000156.caj","yearbooks/N2005120998000156.pdf","yearbooks/N2005120998000156.xls","1993"
"161","各地区农户农业机械原值","全国和省、自治区、直辖市农村经济","252","N2005120998000157","yearbooks/N2005120998000157.caj","yearbooks/N2005120998000157.pdf","yearbooks/N2005120998000157.xls","1993"
"162","全国农业机械、农电、化肥利用和农膜使用情况","全国和省、自治区、直辖市农村经济","253","N2005120998000158","yearbooks/N2005120998000158.caj","yearbooks/N2005120998000158.pdf","yearbooks/N2005120998000158.xls","1993"
"163","各地区农业机械化情况","全国和省、自治区、直辖市农村经济","254-255","N2005120998000159","yearbooks/N2005120998000159.caj","yearbooks/N2005120998000159.pdf","yearbooks/N2005120998000159.xls","1993"
"164","各地区农村电气化情况","全国和省、自治区、直辖市农村经济","256","N2005120998000160","yearbooks/N2005120998000160.caj","yearbooks/N2005120998000160.pdf","yearbooks/N2005120998000160.xls","1993"
"165","各地区农用化肥施用量(按实物量计算)","全国和省、自治区、直辖市农村经济","257-258","N2005120998000161","yearbooks/N2005120998000161.caj","yearbooks/N2005120998000161.pdf","yearbooks/N2005120998000161.xls","1993"
"166","各地区农用化肥施用量(按折纯量计算)","全国和省、自治区、直辖市农村经济","259-260","N2005120998000162","yearbooks/N2005120998000162.caj","yearbooks/N2005120998000162.pdf","yearbooks/N2005120998000162.xls","1993"
"167","各地区农用塑料薄膜和农药使用情况","全国和省、自治区、直辖市农村经济","261","N2005120998000163","yearbooks/N2005120998000163.caj","yearbooks/N2005120998000163.pdf","yearbooks/N2005120998000163.xls","1993"
"168","全国农田灌溉和机电井情况","全国和省、自治区、直辖市农村经济","262","N2005120998000164","yearbooks/N2005120998000164.caj","yearbooks/N2005120998000164.pdf","yearbooks/N2005120998000164.xls","1993"
"169","各地区农田灌溉情况","全国和省、自治区、直辖市农村经济","263-265","N2005120998000165","yearbooks/N2005120998000165.caj","yearbooks/N2005120998000165.pdf","yearbooks/N2005120998000165.xls","1993"
"170","各地区机电井情况","全国和省、自治区、直辖市农村经济","266-268","N2005120998000166","yearbooks/N2005120998000166.caj","yearbooks/N2005120998000166.pdf","yearbooks/N2005120998000166.xls","1993"
"171","灌溉、水库和除涝、治水、治碱情况","全国和省、自治区、直辖市农村经济","269","N2005120998000167","yearbooks/N2005120998000167.caj","yearbooks/N2005120998000167.pdf","yearbooks/N2005120998000167.xls","1993"
"172","各地区水利设施和除涝、治碱情况","全国和省、自治区、直辖市农村经济","270-271","N2005120998000168","yearbooks/N2005120998000168.caj","yearbooks/N2005120998000168.pdf","yearbooks/N2005120998000168.xls","1993"
"173","农村生产性固定资产与构成","全国和省、自治区、直辖市农村经济","272","N2005120998000169","yearbooks/N2005120998000169.caj","yearbooks/N2005120998000169.pdf","yearbooks/N2005120998000169.xls","1993"
"174","各地区农村生产性固定资产原值","全国和省、自治区、直辖市农村经济","273-274","N2005120998000170","yearbooks/N2005120998000170.caj","yearbooks/N2005120998000170.pdf","yearbooks/N2005120998000170.xls","1993"
"175","乡村两级企业固定资产与构成","全国和省、自治区、直辖市农村经济","275","N2005120998000171","yearbooks/N2005120998000171.caj","yearbooks/N2005120998000171.pdf","yearbooks/N2005120998000171.xls","1993"
"176","各地区乡村两级企业固定资产原值","全国和省、自治区、直辖市农村经济","276","N2005120998000172","yearbooks/N2005120998000172.caj","yearbooks/N2005120998000172.pdf","yearbooks/N2005120998000172.xls","1993"
"177","农民家庭平均每户生产性固定资产原值","全国和省、自治区、直辖市农村经济","277","N2005120998000173","yearbooks/N2005120998000173.caj","yearbooks/N2005120998000173.pdf","yearbooks/N2005120998000173.xls","1993"
"178","农民家庭平均每百户年末拥有主要生产性固定资产数量","全国和省、自治区、直辖市农村经济","277","N2005120998000174","yearbooks/N2005120998000174.caj","yearbooks/N2005120998000174.pdf","yearbooks/N2005120998000174.xls","1993"
"179","全国受灾和成灾面积","全国和省、自治区、直辖市农村经济","278","N2005120998000175","yearbooks/N2005120998000175.caj","yearbooks/N2005120998000175.pdf","yearbooks/N2005120998000175.xls","1993"
"180","各地区受灾和成灾面积","全国和省、自治区、直辖市农村经济","279-281","N2005120998000176","yearbooks/N2005120998000176.caj","yearbooks/N2005120998000176.pdf","yearbooks/N2005120998000176.xls","1993"
"181","农村资金","全国和省、自治区、直辖市农村经济","282-292","N2005120998000177","yearbooks/N2005120998000177.caj","yearbooks/N2005120998000177.pdf",,"1993"
"182","农村生产资金拥有情况","全国和省、自治区、直辖市农村经济","282-283","N2005120998000178","yearbooks/N2005120998000178.caj","yearbooks/N2005120998000178.pdf","yearbooks/N2005120998000178.xls","1993"
"183","全国财政支农资金总额","全国和省、自治区、直辖市农村经济","284","N2005120998000179","yearbooks/N2005120998000179.caj","yearbooks/N2005120998000179.pdf","yearbooks/N2005120998000179.xls","1993"
"184","全国财政用于农业基本建设投资","全国和省、自治区、直辖市农村经济","284","N2005120998000180","yearbooks/N2005120998000180.caj","yearbooks/N2005120998000180.pdf","yearbooks/N2005120998000180.xls","1993"
"185","农业基本建设投资和新增固定资产","全国和省、自治区、直辖市农村经济","285","N2005120998000181","yearbooks/N2005120998000181.caj","yearbooks/N2005120998000181.pdf","yearbooks/N2005120998000181.xls","1993"
"186","国家财政用于农业生产支出的资金构成","全国和省、自治区、直辖市农村经济","285","N2005120998000182","yearbooks/N2005120998000182.caj","yearbooks/N2005120998000182.pdf","yearbooks/N2005120998000182.xls","1993"
"187","中国农业银行资产情况","全国和省、自治区、直辖市农村经济","286","N2005120998000183","yearbooks/N2005120998000183.caj","yearbooks/N2005120998000183.pdf","yearbooks/N2005120998000183.xls","1993"
"188","中国农业银行负债情况","全国和省、自治区、直辖市农村经济","287","N2005120998000184","yearbooks/N2005120998000184.caj","yearbooks/N2005120998000184.pdf","yearbooks/N2005120998000184.xls","1993"
"189","中国农村信用合作社资产情况","全国和省、自治区、直辖市农村经济","288","N2005120998000185","yearbooks/N2005120998000185.caj","yearbooks/N2005120998000185.pdf","yearbooks/N2005120998000185.xls","1993"
"190","中国农村信用合作社负债情况","全国和省、自治区、直辖市农村经济","288","N2005120998000186","yearbooks/N2005120998000186.caj","yearbooks/N2005120998000186.pdf","yearbooks/N2005120998000186.xls","1993"
"191","乡村企业资金拥有情况","全国和省、自治区、直辖市农村经济","289-290","N2005120998000187","yearbooks/N2005120998000187.caj","yearbooks/N2005120998000187.pdf","yearbooks/N2005120998000187.xls","1993"
"192","农民家庭生产费用现金支出","全国和省、自治区、直辖市农村经济","291","N2005120998000188","yearbooks/N2005120998000188.caj","yearbooks/N2005120998000188.pdf","yearbooks/N2005120998000188.xls","1993"
"193","各地区农民家庭生产费用现金支出","全国和省、自治区、直辖市农村经济","292","N2005120998000189","yearbooks/N2005120998000189.caj","yearbooks/N2005120998000189.pdf","yearbooks/N2005120998000189.xls","1993"
"194","农村教育、卫生、文化、社会福利及其他事业","全国和省、自治区、直辖市农村经济","293-315","N2005120998000190","yearbooks/N2005120998000190.caj","yearbooks/N2005120998000190.pdf",,"1993"
"195","农村普通中学和小学的学生与教师数","全国和省、自治区、直辖市农村经济","293","N2005120998000191","yearbooks/N2005120998000191.caj","yearbooks/N2005120998000191.pdf","yearbooks/N2005120998000191.xls","1993"
"196","农民成人教育基本情况","全国和省、自治区、直辖市农村经济","294-295","N2005120998000192","yearbooks/N2005120998000192.caj","yearbooks/N2005120998000192.pdf","yearbooks/N2005120998000192.xls","1993"
"197","农业职业中学基本情况","全国和省、自治区、直辖市农村经济","295","N2005120998000193","yearbooks/N2005120998000193.caj","yearbooks/N2005120998000193.pdf","yearbooks/N2005120998000193.xls","1993"
"198","乡卫生院、床位和卫生人员数","全国和省、自治区、直辖市农村经济","296","N2005120998000194","yearbooks/N2005120998000194.caj","yearbooks/N2005120998000194.pdf","yearbooks/N2005120998000194.xls","1993"
"199","农村集体所有制乡卫生院、床位和卫生人员数","全国和省、自治区、直辖市农村经济","296","N2005120998000195","yearbooks/N2005120998000195.caj","yearbooks/N2005120998000195.pdf","yearbooks/N2005120998000195.xls","1993"
"200","乡卫生院人员数","全国和省、自治区、直辖市农村经济","297","N2005120998000196","yearbooks/N2005120998000196.caj","yearbooks/N2005120998000196.pdf","yearbooks/N2005120998000196.xls","1993"
"201","农村个体开业卫生技术人员数","全国和省、自治区、直辖市农村经济","298","N2005120998000197","yearbooks/N2005120998000197.caj","yearbooks/N2005120998000197.pdf","yearbooks/N2005120998000197.xls","1993"
"202","各地区乡卫生院、床位和卫生人员数","全国和省、自治区、直辖市农村经济","299","N2005120998000198","yearbooks/N2005120998000198.caj","yearbooks/N2005120998000198.pdf","yearbooks/N2005120998000198.xls","1993"
"203","各地区农村村级医疗组织形式","全国和省、自治区、直辖市农村经济","300-301","N2005120998000199","yearbooks/N2005120998000199.caj","yearbooks/N2005120998000199.pdf","yearbooks/N2005120998000199.xls","1993"
"204","各地区乡村医生和卫生员、接生员人数","全国和省、自治区、直辖市农村经济","302","N2005120998000200","yearbooks/N2005120998000200.caj","yearbooks/N2005120998000200.pdf","yearbooks/N2005120998000200.xls","1993"
"205","农村文化机构","全国和省、自治区、直辖市农村经济","303","N2005120998000201","yearbooks/N2005120998000201.caj","yearbooks/N2005120998000201.pdf","yearbooks/N2005120998000201.xls","1993"
"206","农村五保户集体供养情况","全国和省、自治区、直辖市农村经济","303","N2005120998000202","yearbooks/N2005120998000202.caj","yearbooks/N2005120998000202.pdf","yearbooks/N2005120998000202.xls","1993"
"207","各地区农村文化机构","全国和省、自治区、直辖市农村经济","304","N2005120998000203","yearbooks/N2005120998000203.caj","yearbooks/N2005120998000203.pdf","yearbooks/N2005120998000203.xls","1993"
"208","各地区农村散居五保人数","全国和省、自治区、直辖市农村经济","305","N2005120998000204","yearbooks/N2005120998000204.caj","yearbooks/N2005120998000204.pdf","yearbooks/N2005120998000204.xls","1993"
"209","各地区农村五保户集体供养情况","全国和省、自治区、直辖市农村经济","306","N2005120998000205","yearbooks/N2005120998000205.caj","yearbooks/N2005120998000205.pdf","yearbooks/N2005120998000205.xls","1993"
"210","农村集体办敬老院情况","全国和省、自治区、直辖市农村经济","307","N2005120998000206","yearbooks/N2005120998000206.caj","yearbooks/N2005120998000206.pdf","yearbooks/N2005120998000206.xls","1993"
"211","农村扶持贫困户情况","全国和省、自治区、直辖市农村经济","307","N2005120998000207","yearbooks/N2005120998000207.caj","yearbooks/N2005120998000207.pdf","yearbooks/N2005120998000207.xls","1993"
"212","各地区农村救济贫困户情况","全国和省、自治区、直辖市农村经济","308","N2005120998000208","yearbooks/N2005120998000208.caj","yearbooks/N2005120998000208.pdf","yearbooks/N2005120998000208.xls","1993"
"213","农村社会救济费和自然灾害救济费","全国和省、自治区、直辖市农村经济","309","N2005120998000209","yearbooks/N2005120998000209.caj","yearbooks/N2005120998000209.pdf","yearbooks/N2005120998000209.xls","1993"
"214","各地区农村社会救济费和自然灾害救济费","全国和省、自治区、直辖市农村经济","310","N2005120998000210","yearbooks/N2005120998000210.caj","yearbooks/N2005120998000210.pdf","yearbooks/N2005120998000210.xls","1993"
"215","农村有线广播普及情况","全国和省、自治区、直辖市农村经济","311","N2005120998000211","yearbooks/N2005120998000211.caj","yearbooks/N2005120998000211.pdf","yearbooks/N2005120998000211.xls","1993"
"216","农村邮电设施","全国和省、自治区、直辖市农村经济","311","N2005120998000212","yearbooks/N2005120998000212.caj","yearbooks/N2005120998000212.pdf","yearbooks/N2005120998000212.xls","1993"
